FORWARD SORTATION AREA,ANIMAL TYPE,BREED,COUNT
T5T,Cat,"MANX, SHORT HAIR",9
T5T,Dog,YORKSHIRE TEACUP TERRIER,17
T5T,Cat,BURMESE,2
T5T,Dog,GIANT SCHNAUZER,2
T5T,Dog,TOSA INU,3
T5T,Dog,BLACK AND TAN COONHOUND,7
T5T,Dog,ST. BERNARD,3
T5T,Dog,"DACHSHUND, MINIATURE WIREHAIRED",3
T5T,Dog,CANE CORSO,3
T5T,Dog,GERMAN WIRE HAIRED POINTER,1
T5T,Dog,"DOG, CRESTED CHINESE",1
T5V,Dog,LABRADOR RETRIEVER,2
T5V,Cat,"SHORT HAIR, AMERICAN",2
T5V,Dog,GERMAN SHEPHERD,6
T5V,Dog,"PINSCHER, DOBERMAN",1
T5V,Cat,DOMESTIC MEDIUM HAIR,4
T5V,Dog,ROTTWEILER,1
T5V,Dog,BASSETT HOUND,3
T5V,Dog,SIBERIAN HUSKY,1
T5V,Dog,GOLDEN RETREIVER,1
T5V,Dog,OLD ENGLISH SHEEPDOG,1
T5V,Dog,WEIMARANER,1
T5V,Dog,POMERANIAN,3
T5V,Cat,SIAMESE,2
T5V,Dog,MALTESE,3
T5V,Dog,MINIATURE SCHNAUZER,1
T5V,Cat,DOMESTIC SHORT HAIR,14
T5V,Dog,JACK RUSSELL TERRIER,2
T5V,Dog,SHIH TZU,2
T5V,Dog,LEONBURGER,1
T5V,Dog,YORKSHIRE TERRIER,2
T5V,Cat,RAGDOLL,1
T5V,Dog,"CHIHUAHUA, SMOOTH",2
T5V,Dog,TERRIER,2
T5V,Cat,DOMESTIC LONGHAIR,4
T5V,Dog,GREAT PYRENEES,1
T5V,Dog,ROUGH COATED COLLIE,1
T5V,Dog,BICHON FRISE,2
T5V,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",1
T5W,Cat,DOMESTIC LONGHAIR,103
T5W,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",18
T5W,Dog,SHETLAND SHEEPDOG,8
T5W,Dog,ENGLISH COCKER SPANIEL,9
T5W,Dog,CAVALIER KING CHARLES SPANIEL,7
T5W,Dog,ROUGH COATED COLLIE,17
T5W,Dog,MINIATURE POODLE,11
T5W,Dog,LAKELAND TERRIER,2
T5W,Dog,UNKNOWN,5
T5W,Dog,BULL MASTIFF,15
T5W,Dog,"WELSH CORGI, CARDIGAN",11
T5W,Dog,"DACHSHUND, STANDARD LONGHAIRED",4
T5W,Dog,BEARDED COLLIE,2
T5W,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,2
T5W,Dog,"WELSH CORGI, PEMBROKE",5
T5W,Cat,"CROSSBREED, SMALL",5
T5W,Cat,"SIAMESE, APPLEHEAD",1
T5W,Cat,SPHYNX,6
T5W,Cat,OCICAT,2
T5W,Dog,RED BONE COONHOUND,3
T5W,Dog,WIREHAIRED FOX TERRIER,3
T5W,Dog,SILKY TERRIER,2
T5W,Cat,"CROSSBREED, MEDIUM",3
T5W,Dog,ITALIAN GREYHOUND,1
T5W,Dog,PUG,42
T5W,Dog,LABRADOR RETRIEVER,217
T5W,Dog,STAFFORDSHIRE BULL TERRIER,4
T5W,Dog,POMERANIAN,71
T5W,Dog,ENGLISH SPRINGER SPANIEL,14
T5W,Dog,COLLIE,23
T5W,Dog,GERMAN PINSCHER,3
T5W,Dog,"SHEPHERD, DUTCH",1
T5W,Dog,MINIATURE PINSCHER,36
T5W,Dog,ENGLISH BULLDOG,6
T5W,Dog,CHESAPEAKE BAY RETRIEVER,7
T5W,Cat,"MANX, SHORT HAIR",6
T5W,Dog,FRENCH BULLDOG,4
T5W,Dog,BRITTNAY SPANIEL,1
T5W,Dog,GERMAN SHEPHERD,170
T5W,Dog,"ESKIMO, AMERICAN",18
T5W,Dog,GERMAN SHORT HAIR POINTER,4
T5W,Dog,BELGIAN SHEPHERD,3
T5W,Dog,SOFT COATED WHEATEN TERRIER,10
T5W,Dog,HAVANESE,13
T5W,Dog,GREAT DANE,15
T5W,Dog,SCHIPPERKE,1
T5W,Dog,COTON DE TULEAR,3
T5W,Dog,RAT TERRIER,3
T5W,Dog,TOSA INU,2
T5W,Cat,TONKINESE,1
T5W,Dog,CANE CORSO,3
T5W,Dog,SHARPEI,3
T5W,Dog,COCKAPOO,10
T5W,Dog,SALUKI,1
T5W,Cat,SIBERIAN (CAT),3
T5W,Cat,"SHORT HAIR, AMERICAN",9
T5W,Dog,WIREHAIRED JACK RUSSELL TERRIER,4
T5W,Dog,BLOODHOUND,1
T5W,Dog,AKITA,8
T5W,Dog,"SHEPHERD, ANATOLIAN",1
T5W,Dog,ST. BERNARD,1
T5W,Dog,MANCHESTER TERRIER,1
T5W,Dog,HERMES BULLDOG,1
T5W,Dog,WIREHAIRED POINTING GRIFFON,1
T5W,Dog,NORWEGIAN BUHUND,2
T5W,Dog,YORKSHIRE TERRIER,63
T5W,Cat,RAGDOLL,12
T5W,Dog,BICHON FRISE,106
T5W,Dog,BEAGLE,37
T5W,Dog,MINIATURE SCHNAUZER,29
T5W,Dog,ROTTWEILER,71
T5W,Dog,STANDARD POODLE,26
T5W,Cat,PERSIAN,7
T5W,Dog,"TERRIER, AIREDALE",8
T5W,Dog,"PINSCHER, DOBERMAN",11
T5W,Dog,AUSTRALIAN SHEEPDOG,2
T5W,Dog,SAMOYED,4
T5W,Dog,"BULLDOG, AMERICAN",14
T5W,Cat,UNKNOWN,14
T5W,Dog,GIANT SCHNAUZER,3
T5W,Dog,BASSETT HOUND,21
T5W,Dog,BLACK AND TAN COONHOUND,1
T5W,Cat,BENGAL,4
T5W,Dog,NORWEGIAN ELKHOUND,4
T5W,Dog,PARSON RUSSELL TERRIER,1
T5W,Dog,"DACHSHUND, MINIATURE LONG HAIR",2
T5W,Cat,DOMESTIC MEDIUM HAIR,225
T5W,Dog,"SPANIEL, AMERICAN COCKER",50
T5W,Dog,JACK RUSSELL TERRIER,45
T5W,Dog,DALMATIAN,5
T5W,Dog,"DACHSHUND, MINIATURE SMOOTH",26
T5W,Pigeons,PIGEON,2
T5W,Dog,GREAT PYRENEES,11
T5W,Dog,PEKINGESE,2
T5W,Dog,"DACHSHUND, MINIATURE WIREHAIRED",4
T5W,Dog,WEST HIGHLAND TERRIER,7
T5W,Dog,TIBETAN SPANIEL,2
T5W,Dog,SCOTTISH TERRIER,3
T5W,Dog,WELSH SPRINGER SPANIEL,2
T5W,Dog,CAIRN TERRIER,2
T5W,Dog,"DACHSHUND, STANDARD WIREHAIRED",3
T5W,Dog,BULL TERRIER,2
T5W,Dog,"CHIHUAHUA, SMOOTH",56
T5W,Dog,SHIH TZU,245
T5W,Dog,AUSTRALIAN SHEPHERD,14
T5W,Dog,MALTESE,45
T5W,Dog,POODLE,40
T5W,Dog,LHASA APSO,27
T5W,Dog,"ESKIMO, AMERICAN MINIATURE",9
T5W,Dog,"CROSSBREED, LARGE",4
T5W,Dog,TERRIPOO,4
T5W,Dog,"DOG, CRESTED CHINESE",2
T5W,Dog,STANDARD SCHNAUZER,6
T5W,Dog,WEIMARANER,5
T5W,Dog,CATAHOULA LEAPARD DOG,8
T5W,Dog,BELGIAN SHEEPDOG,2
T5W,Dog,GERMAN WIRE HAIRED POINTER,2
T5W,Cat,CAT OF CEYLON,3
T5W,Cat,SNOWSHOE,3
T5W,Dog,CHOW CHOW,16
T5W,Dog,OLD ENGLISH MASTIFF,2
T5W,Dog,WHIPPET,1
T5W,Dog,ENGLISH SETTER,3
T5W,Cat,ORIENTAL SHORT HAIR,1
T5W,Dog,IRISH TERRIER,1
T5W,Dog,OLD ENGLISH SHEEPDOG,1
T5W,Dog,YORKSHIRE TEACUP TERRIER,4
T5W,Cat,ABYSSINIAN,1
T5W,Dog,MAREMMA,2
T5W,Cat,DOMESTIC SHORT HAIR,751
T5W,Dog,TERRIER,50
T5W,Dog,SMOOTH COATED COLLIE,6
T5W,Dog,"DOG, AUSTRALIAN CATTLE",27
T5W,Dog,GREYHOUND,6
T5W,Dog,TOY PODDLE,13
T5W,Dog,RHODESIAN RIDGEBACK,7
T5W,Cat,BIRMAN,6
T5W,Cat,SIAMESE,50
T5W,Dog,ENGLISH POINTER,1
T5W,Dog,PAPILLON,9
T5W,Dog,"CHIHUAHUA, LONG HAIR",26
T5W,Dog,SHIBA INU,8
T5W,Dog,"CHIHUAHUA, TEACUP",6
T5W,Dog,BELGIAN MALINOIS,2
T5W,Cat,MAINE COON,6
T5W,Dog,"CROSSBREED, SMALL",6
T5W,Dog,KEESHOND,6
T5W,Dog,BOUVIER DES FLANDRES,8
T5W,Dog,MASTIFF,8
T5W,Cat,BOMBAY,1
T5W,Dog,IRISH WOLFHOUND,1
T5W,Dog,IRISH WATER SPANIEL,2
T5W,Dog,AKBASH,1
T5W,Cat,ANGORA,1
T5W,Cat,BALINESE,4
T5W,Dog,WELSH TERRIER,1
T5W,Dog,FLAT COATED RETREIVER,1
T5W,Dog,AUSTRALIAN KELPIE,2
T5W,Dog,BOXER,49
T5W,Dog,POINTER,7
T5W,Cat,HIMALAYAN,14
T5W,Dog,GOLDEN RETREIVER,62
T5W,Dog,SIBERIAN HUSKY,33
T5W,Cat,RUSSIAN BLUE,4
T5W,Dog,"DACHSHUND, STANDARD SMOOTH",7
T5W,Dog,"CROSSBREED, MEDIUM",14
T5W,Dog,PRESA CARANIO,1
T5W,Dog,NEWFOUNDLAND,3
T5W,Dog,"MALAMUTE, ALASKAN",13
T5W,Cat,SHORT HAIR PIXIE BOB,1
T5W,Cat,"CROSSBREED, LARGE",2
T5W,Cat,"MANX, LONG HAIR",4
T5W,Dog,KUVASZ,1
T5W,Dog,TOY FOX TERRIER,3
T5W,Dog,"ESKIMO, AMERICAN TOY",1
T5X,Dog,"CROSSBREED, LARGE",7
T5X,Cat,RAGDOLL,30
T5X,Dog,"CHIHUAHUA, TEACUP",12
T5X,Dog,OLD ENGLISH SHEEPDOG,2
T5X,Dog,MINIATURE SCHNAUZER,64
T5X,Dog,SHIBA INU,17
T5X,Cat,DOMESTIC LONGHAIR,132
T5X,Dog,COLLIE,32
T5X,Cat,"MANX, SHORT HAIR",5
T5X,Dog,NORWEGIAN ELKHOUND,6
T5X,Dog,BRITTNAY SPANIEL,8
T5X,Dog,"WELSH CORGI, PEMBROKE",4
T5X,Cat,ANGORA,1
T5X,Dog,TERRIPOO,4
T5X,Dog,TIBETAN TERRIER,2
T5X,Dog,CATAHOULA LEAPARD DOG,8
T5X,Dog,ENGLISH SETTER,3
T5X,Dog,ENGLISH FOXHOUND,1
T5X,Dog,WIREHAIRED FOX TERRIER,1
T5X,Cat,KORAT,1
T5X,Cat,BALINESE,3
T5X,Dog,SILKY TERRIER,3
T5X,Cat,NEBELUNG,1
T5X,Dog,BLOODHOUND,1
T5X,Cat,SPHYNX,2
T5X,Dog,"BULLDOG, AMERICAN",10
T5X,Dog,JACK RUSSELL TERRIER,64
T5X,Dog,ROUGH COATED COLLIE,16
T5X,Dog,CANE CORSO,4
T5X,Dog,BEAGLE,52
T5X,Dog,DOMESTIC MEDIUM HAIR,4
T5X,Dog,"DOG, AUSTRALIAN CATTLE",14
T5X,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,1
T5X,Dog,"DACHSHUND, STANDARD SMOOTH",14
T5X,Cat,CYMRIC,1
T5X,Dog,"DACHSHUND, MINIATURE LONG HAIR",11
T5X,Dog,GIANT SCHNAUZER,2
T5X,Cat,CESKY TERRIER,1
T5X,Dog,ST. BERNARD,3
T5X,Dog,BURMESE,1
T5X,Dog,"DACHSHUND, STANDARD WIREHAIRED",2
T5X,Dog,FINNISH SPITZ,1
T5X,Dog,SHIH TZU,388
T5X,Dog,"SPANIEL, AMERICAN COCKER",90
T5X,Dog,MINIATURE POODLE,36
T5X,Dog,TERRIER,67
T5X,Dog,POMERANIAN,116
T5X,Dog,LHASA APSO,45
T5X,Dog,PEKINGESE,11
T5X,Dog,RHODESIAN RIDGEBACK,4
T5X,Dog,YORKSHIRE TEACUP TERRIER,9
T5X,Cat,MAINE COON,7
T5X,Cat,"BOBTAIL, AMERICAN LONG HAIR",2
T5X,Dog,JAPANESE CHIN SPANIEL,1
T5X,Dog,BELGIAN SHEPHERD,3
T5X,Cat,"MAU, EGYPTIAN",1
T5X,Dog,"CHIHUAHUA, LONG HAIR",35
T5X,Dog,WEST HIGHLAND TERRIER,15
T5X,Dog,KUVASZ,1
T5X,Dog,CAIRN TERRIER,5
T5X,Cat,"REX, DEVON",2
T5X,Dog,NEWFOUNDLAND,4
T5X,Dog,WELSH SPRINGER SPANIEL,1
T5X,Dog,HOUND,1
T5X,Cat,CAT OF CEYLON,1
T5X,Dog,SCHIPPERKE,1
T5X,Cat,BOMBAY,2
T5X,Dog,"CHIHUAHUA, SMOOTH",77
T5X,Dog,"TERRIER, AIREDALE",3
T5X,Dog,COCKAPOO,27
T5X,Cat,UNKNOWN,14
T5X,Dog,DALMATIAN,2
T5X,Cat,RUSSIAN BLUE,3
T5X,Cat,PERSIAN,18
T5X,Dog,OLD ENGLISH MASTIFF,4
T5X,Dog,TOY FOX TERRIER,4
T5X,Dog,TEACUP POODLE,2
T5X,Dog,NEOPOLITAN MASTIFF,2
T5X,Cat,EUROPEAN SHORT HAIR,1
T5X,Dog,"PINSCHER, DOBERMAN",7
T5X,Dog,SAMOYED,5
T5X,Dog,CHOW CHOW,6
T5X,Dog,PYRENEES SHEPHERD (BERGER DES PYRENEES),1
T5X,Cat,TONKINESE,1
T5X,Dog,PEKEAPOO,1
T5X,Dog,"FOXHOUND, AMERICAN",1
T5X,Dog,YORK CHOCOLATE,3
T5X,Dog,GERMAN SHEPHERD,178
T5X,Dog,BICHON FRISE,160
T5X,Cat,SNOWSHOE,5
T5X,Dog,"ESKIMO, AMERICAN",38
T5X,Dog,SIBERIAN HUSKY,38
T5X,Dog,AUSTRALIAN SHEPHERD,19
T5X,Dog,YORKSHIRE TERRIER,81
T5X,Dog,"DACHSHUND, STANDARD LONGHAIRED",6
T5X,Dog,ROTTWEILER,66
T5X,Dog,GREAT DANE,10
T5X,Dog,GERMAN PINSCHER,4
T5X,Dog,GERMAN SHORT HAIR POINTER,6
T5X,Dog,ENGLISH BULLDOG,17
T5X,Dog,STANDARD POODLE,13
T5X,Dog,"CROSSBREED, SMALL",7
T5X,Dog,TIBETAN SPANIEL,5
T5X,Dog,SHARPEI,7
T5X,Dog,WIREHAIRED JACK RUSSELL TERRIER,6
T5X,Dog,CAVALIER KING CHARLES SPANIEL,5
T5X,Dog,WOLFHOUND,1
T5X,Cat,"SIAMESE, APPLEHEAD",1
T5X,Dog,BOUVIER DES FLANDRES,1
T5X,Dog,AUSTRALIAN TERRIER,1
T5X,Cat,BRITISH SHORT HAIR,3
T5X,Cat,DOMESTIC MEDIUM HAIR,238
T5X,Dog,PUG,69
T5X,Dog,DOMESTIC SHORT HAIR,4
T5X,Dog,MALTESE,86
T5X,Dog,HAVANESE,35
T5X,Dog,"WELSH CORGI, CARDIGAN",9
T5X,Dog,GREAT PYRENEES,6
T5X,Dog,BASENJI,1
T5X,Dog,TOY PODDLE,29
T5X,Dog,FRENCH BULLDOG,6
T5X,Dog,"CROSSBREED, MEDIUM",7
T5X,Dog,ENTLEBUCHER MOUNTAIN DOG,1
T5X,Dog,SMOOTH COATED COLLIE,3
T5X,Dog,POINTER,1
T5X,Dog,"ESKIMO, AMERICAN TOY",3
T5X,Dog,CHESAPEAKE BAY RETRIEVER,3
T5X,Cat,"MANX, LONG HAIR",1
T5X,Dog,KEESHOND,3
T5X,Dog,SCOTTISH TERRIER,4
T5X,Cat,ORIENTAL SHORT HAIR,3
T5X,Cat,BURMESE,1
T5X,Dog,MANCHESTER TOY TERRIER,2
T5X,Dog,BELGIAN SHEEPDOG,1
T5X,Dog,"RETRIEVER, CURLY COATED",2
T5X,Dog,ICELAND DOG,1
T5X,Cat,SIBERIAN (CAT),1
T5X,Dog,LEONBURGER,1
T5X,Dog,"DACHSHUND, MINIATURE SMOOTH",52
T5X,Dog,BASSETT HOUND,23
T5X,Dog,GOLDEN RETREIVER,84
T5X,Cat,SIAMESE,59
T5X,Dog,"MALAMUTE, ALASKAN",9
T5X,Cat,"SHORT HAIR, AMERICAN",17
T5X,Dog,AUSTRALIAN SHEEPDOG,3
T5X,Cat,HIMALAYAN,16
T5X,Dog,RAT TERRIER,3
T5X,Dog,ENGLISH COCKER SPANIEL,22
T5X,Dog,WEIMARANER,6
T5X,Dog,STANDARD SCHNAUZER,4
T5X,Cat,"CROSSBREED, SMALL",3
T5X,Dog,"SPANIEL, CLUMBER",1
T5X,Dog,"SHEPHERD, DUTCH",2
T5X,Dog,STAFFORDSHIRE BULL TERRIER,4
T5X,Dog,ENGLISH SPRINGER SPANIEL,8
T5X,Dog,"DACHSHUND, MINIATURE WIREHAIRED",4
T5X,Dog,PRESA CARANIO,1
T5X,Dog,"DOG, CRESTED CHINESE",2
T5X,Cat,TURKISH ANGORA,1
T5X,Cat,HAVANA BROWN,1
T5X,Dog,RED BONE COONHOUND,1
T5X,Cat,BIRMAN,4
T5X,Dog,PORTUGUESE WATER DOG,1
T5X,Cat,DOMESTIC SHORT HAIR,973
T5X,Dog,LABRADOR RETRIEVER,219
T5X,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",33
T5X,Dog,AKITA,6
T5X,Dog,SHETLAND SHEEPDOG,13
T5X,Dog,BOXER,58
T5X,Pigeons,PIGEON,1
T5X,Dog,PAPILLON,25
T5X,Dog,SOFT COATED WHEATEN TERRIER,4
T5X,Dog,MINIATURE PINSCHER,35
T5X,Dog,TOSA INU,1
T5X,Dog,"ESKIMO, AMERICAN MINIATURE",21
T5X,Dog,BLACK AND TAN COONHOUND,9
T5X,Dog,POODLE,50
T5X,Cat,BENGAL,4
T5X,Dog,GREYHOUND,6
T5X,Dog,UNKNOWN,1
T5X,Dog,SMOOTH FOX TERRIER,3
T5X,Cat,SHIH TZU,1
T5X,Dog,BEARDED COLLIE,1
T5X,Dog,MASTIFF,3
T5X,Dog,BRUSSELS GRIFFON,2
T5X,Dog,BULL MASTIFF,9
T5X,Dog,WHIPPET,3
T5X,Cat,"CURL, AMERICAN SHORT HAIR",1
T5Y,Cat,DOMESTIC SHORT HAIR,873
T5Y,Dog,PORTUGUESE WATER DOG,1
T5Y,Dog,GERMAN SHEPHERD,176
T5Y,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",20
T5Y,Dog,"CHIHUAHUA, SMOOTH",108
T5Y,Dog,AKITA,7
T5Y,Dog,NORWICH TERRIER,2
T5Y,Dog,CAVALIER KING CHARLES SPANIEL,7
T5Y,Cat,"SHORT HAIR, AMERICAN",9
T5Y,Dog,"DACHSHUND, STANDARD LONGHAIRED",1
T5Y,Dog,SAMOYED,7
T5Y,Dog,WIREHAIRED JACK RUSSELL TERRIER,3
T5Y,Dog,KARELIAN BEAR DOG,1
T5Y,Dog,"CROSSBREED, LARGE",7
T5Y,Dog,"ESKIMO, AMERICAN TOY",4
T5Y,Dog,SKYE TERRIER,1
T5Y,Dog,RAT TERRIER,3
T5Y,Cat,BIRMAN,1
T5Y,Dog,"DOG, CRESTED CHINESE",1
T5Y,Cat,"CROSSBREED, SMALL",3
T5Y,Dog,WHIPPET,1
T5Y,Cat,TURKISH VAN,1
T5Y,Dog,SILKY TERRIER,2
T5Y,Dog,TERRIER,63
T5Y,Dog,UNKNOWN,2
T5Y,Dog,COLLIE,20
T5Y,Dog,MINIATURE POODLE,28
T5Y,Dog,PUG,68
T5Y,Dog,"ESKIMO, AMERICAN MINIATURE",20
T5Y,Dog,PAPILLON,19
T5Y,Dog,"DACHSHUND, MINIATURE LONG HAIR",4
T5Y,Dog,CHESAPEAKE BAY RETRIEVER,6
T5Y,Dog,ST. BERNARD,3
T5Y,Dog,ITALIAN SPITZ,1
T5Y,Dog,GERMAN PINSCHER,1
T5Y,Cat,BALINESE,1
T5Y,Cat,"SIAMESE, APPLEHEAD",4
T5Y,Dog,"DACHSHUND, MINIATURE WIREHAIRED",1
T5Y,Dog,BELGIAN SHEEPDOG,1
T5Y,Dog,JIN-DO,1
T5Y,Dog,POODLE,58
T5Y,Dog,WOLFHOUND,1
T5Y,Dog,POMERANIAN,124
T5Y,Dog,AUSTRALIAN SHEPHERD,20
T5Y,Dog,YORKSHIRE TERRIER,100
T5Y,Cat,PERSIAN,13
T5Y,Dog,SHETLAND SHEEPDOG,16
T5Y,Dog,ENGLISH BULLDOG,20
T5Y,Dog,"DOG, AUSTRALIAN CATTLE",20
T5Y,Dog,"TERRIER, AIREDALE",4
T5Y,Dog,RHODESIAN RIDGEBACK,5
T5Y,Dog,SCOTTISH TERRIER,5
T5Y,Dog,"CHIHUAHUA, LONG HAIR",23
T5Y,Dog,"CHIHUAHUA, TEACUP",9
T5Y,Cat,RAGDOLL,23
T5Y,Cat,MAINE COON,6
T5Y,Dog,FRENCH BULLDOG,5
T5Y,Dog,FIELD SPANIEL,1
T5Y,Dog,COTON DE TULEAR,4
T5Y,Dog,BENGAL,1
T5Y,Cat,"CROSSBREED, MEDIUM",1
T5Y,Dog,WIREHAIRED FOX TERRIER,1
T5Y,Dog,BELGIAN TERVUREN,2
T5Y,Dog,KERRY BLUE TERRIER,1
T5Y,Dog,MASTIFF,7
T5Y,Dog,DOMESTIC MEDIUM HAIR,2
T5Y,Cat,"MAU, EGYPTIAN",1
T5Y,Dog,MALTESE,99
T5Y,Dog,SHIH TZU,417
T5Y,Dog,GREAT DANE,10
T5Y,Dog,"SPANIEL, AMERICAN COCKER",72
T5Y,Dog,MINIATURE PINSCHER,65
T5Y,Dog,LHASA APSO,45
T5Y,Dog,SHARPEI,13
T5Y,Dog,ROTTWEILER,53
T5Y,Dog,RED BONE COONHOUND,2
T5Y,Dog,"CROSSBREED, SMALL",7
T5Y,Dog,AUSTRALIAN TERRIER,3
T5Y,Dog,"BULLDOG, AMERICAN",11
T5Y,Dog,WEIMARANER,4
T5Y,Dog,POINTER,6
T5Y,Dog,TERRIPOO,5
T5Y,Dog,OLD ENGLISH MASTIFF,3
T5Y,Dog,MANCHESTER TERRIER,5
T5Y,Dog,VIZSLA,4
T5Y,Dog,GERMAN WIRE HAIRED POINTER,1
T5Y,Dog,WELSH SPRINGER SPANIEL,1
T5Y,Dog,BOUVIER DES FLANDRES,1
T5Y,Dog,LEONBURGER,1
T5Y,Dog,IRISH WOLFHOUND,1
T5Y,Dog,STANDARD SCHNAUZER,11
T5Y,Cat,SIAMESE,55
T5Y,Dog,"ESKIMO, AMERICAN",35
T5Y,Dog,HARRIER,1
T5Y,Dog,WEST HIGHLAND TERRIER,15
T5Y,Dog,HAVANESE,39
T5Y,Dog,BASSETT HOUND,20
T5Y,Dog,SHIBA INU,16
T5Y,Dog,PEKINGESE,20
T5Y,Dog,"DACHSHUND, STANDARD WIREHAIRED",2
T5Y,Dog,SOFT COATED WHEATEN TERRIER,5
T5Y,Cat,HIMALAYAN,19
T5Y,Dog,BRITTNAY SPANIEL,3
T5Y,Cat,BENGAL,8
T5Y,Dog,TEACUP POODLE,2
T5Y,Cat,BOMBAY,1
T5Y,Dog,YORK CHOCOLATE,2
T5Y,Dog,BLOODHOUND,1
T5Y,Dog,BICHON FRISE,162
T5Y,Dog,"DACHSHUND, STANDARD SMOOTH",13
T5Y,Dog,BOXER,66
T5Y,Cat,DOMESTIC MEDIUM HAIR,204
T5Y,Dog,SIBERIAN HUSKY,63
T5Y,Dog,TOY PODDLE,21
T5Y,Dog,TIBETAN SPANIEL,1
T5Y,Dog,AUSTRALIAN SHEEPDOG,6
T5Y,Dog,BLACK AND TAN COONHOUND,3
T5Y,Dog,CHOW CHOW,10
T5Y,Dog,"WELSH CORGI, CARDIGAN",8
T5Y,Dog,CAIRN TERRIER,6
T5Y,Dog,DALMATIAN,7
T5Y,Dog,NEWFOUNDLAND,7
T5Y,Dog,KEESHOND,3
T5Y,Dog,STANDARD POODLE,6
T5Y,Cat,UNKNOWN,12
T5Y,Dog,HOUND,2
T5Y,Dog,BORZOI,1
T5Y,Dog,SMOOTH COATED COLLIE,7
T5Y,Dog,MANCHESTER TOY TERRIER,1
T5Y,Cat,RUSSIAN BLUE,3
T5Y,Dog,FLAT COATED RETREIVER,4
T5Y,Cat,CAT OF CEYLON,2
T5Y,Dog,SMOOTH FOX TERRIER,1
T5Y,Dog,BRUSSELS GRIFFON,2
T5Y,Dog,LABRADOR RETRIEVER,239
T5Y,Dog,"CROSSBREED, MEDIUM",18
T5Y,Cat,DOMESTIC LONGHAIR,90
T5Y,Dog,GERMAN SHORT HAIR POINTER,3
T5Y,Dog,"DACHSHUND, MINIATURE SMOOTH",68
T5Y,Cat,"MANX, SHORT HAIR",9
T5Y,Dog,COCKAPOO,25
T5Y,Dog,MINIATURE SCHNAUZER,47
T5Y,Dog,ROUGH COATED COLLIE,11
T5Y,Dog,TOY FOX TERRIER,5
T5Y,Dog,GREAT PYRENEES,11
T5Y,Dog,"WELSH CORGI, PEMBROKE",8
T5Y,Dog,BULL MASTIFF,9
T5Y,Dog,GREYHOUND,10
T5Y,Dog,BULL TERRIER,3
T5Y,Cat,SIBERIAN (CAT),1
T5Y,Cat,ANGORA,2
T5Y,Dog,PARSON RUSSELL TERRIER,1
T5Y,Dog,WELSH TERRIER,1
T5Y,Dog,BEAGLE,64
T5Y,Dog,JACK RUSSELL TERRIER,68
T5Y,Dog,CATAHOULA LEAPARD DOG,4
T5Y,Dog,GOLDEN RETREIVER,97
T5Y,Dog,ENGLISH SPRINGER SPANIEL,12
T5Y,Dog,ENGLISH COCKER SPANIEL,9
T5Y,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,4
T5Y,Dog,YORKSHIRE TEACUP TERRIER,7
T5Y,Dog,ENGLISH SETTER,2
T5Y,Dog,"PINSCHER, DOBERMAN",12
T5Y,Dog,GIANT SCHNAUZER,2
T5Y,Dog,BELGIAN SHEPHERD,3
T5Y,Dog,STAFFORDSHIRE BULL TERRIER,6
T5Y,Cat,SNOWSHOE,4
T5Y,Dog,BEARDED COLLIE,1
T5Y,Dog,CANE CORSO,6
T5Y,Dog,"MALAMUTE, ALASKAN",9
T5Y,Cat,BURMESE,1
T5Y,Dog,NORWEGIAN ELKHOUND,9
T5Y,Cat,BRITISH SHORT HAIR,3
T5Y,Dog,PEKEAPOO,2
T5Y,Cat,"REX, DEVON",1
T5Y,Dog,"SHEPHERD, ANATOLIAN",1
T5Z,Dog,BOXER,34
T5Z,Dog,"CROSSBREED, SMALL",9
T5Z,Cat,DOMESTIC MEDIUM HAIR,108
T5Z,Dog,"ESKIMO, AMERICAN TOY",3
T5Z,Dog,SHETLAND SHEEPDOG,6
T5Z,Dog,GERMAN WIRE HAIRED POINTER,1
T5Z,Dog,CHESAPEAKE BAY RETRIEVER,4
T5Z,Dog,"RETRIEVER, CURLY COATED",1
T5Z,Cat,"REX, DEVON",2
T5Z,Cat,"SHORT HAIR, AMERICAN",10
T5Z,Dog,MANCHESTER TERRIER,2
T5Z,Dog,BELGIAN SHEEPDOG,1
T5Z,Dog,SILKY TERRIER,4
T5Z,Cat,ORIENTAL SHORT HAIR,1
T5Z,Cat,SOMALI,1
T5Z,Dog,BELGIAN TERVUREN,2
T5Z,Cat,CANAAN DOG,1
T5Z,Cat,BOMBAY,1
T5Z,Dog,PUG,46
T5Z,Dog,GREAT DANE,8
T5Z,Dog,BICHON FRISE,138
T5Z,Dog,TOY PODDLE,16
T5Z,Dog,HAVANESE,21
T5Z,Cat,SIAMESE,33
T5Z,Dog,COLLIE,13
T5Z,Dog,"BULLDOG, AMERICAN",6
T5Z,Dog,RAT TERRIER,8
T5Z,Dog,PEKEAPOO,2
T5Z,Dog,"CHIHUAHUA, LONG HAIR",13
