FORWARD SORTATION AREA,ANIMAL TYPE,BREED,COUNT
T6E,Dog,SCOTTISH TERRIER,3
T6E,Dog,"CROSSBREED, SMALL",8
T6E,Dog,LABRADOR RETRIEVER,172
T6E,Cat,RUSSIAN BLUE,4
T6E,Cat,"MANX, SHORT HAIR",7
T6E,Dog,BASSETT HOUND,11
T6E,Cat,TONKINESE,2
T6E,Dog,"CHIHUAHUA, SMOOTH",16
T6E,Cat,SIBERIAN (CAT),2
T6E,Cat,BRITISH SHORT HAIR,1
T6E,Dog,"DACHSHUND, MINIATURE LONG HAIR",8
T6E,Dog,CAVALIER KING CHARLES SPANIEL,7
T6E,Cat,ORIENTAL SHORT HAIR,1
T6E,Cat,"REX, DEVON",2
T6E,Cat,CAT OF CEYLON,5
T6E,Dog,WIREHAIRED POINTING GRIFFON,1
T6E,Dog,GREYHOUND,6
T6E,Cat,EUROPEAN SHORT HAIR,6
T6E,Cat,DOMESTIC SHORT HAIR,710
T6E,Dog,LHASA APSO,17
T6E,Dog,"ESKIMO, AMERICAN",4
T6E,Dog,PUG,18
T6E,Dog,SHIH TZU,94
T6E,Dog,STANDARD POODLE,14
T6E,Dog,WHIPPET,4
T6E,Cat,HIMALAYAN,15
T6E,Dog,AUSTRALIAN KELPIE,2
T6E,Dog,BLACK RUSSIAN TERRIER,1
T6E,Dog,PEKINGESE,4
T6E,Dog,SHIBA INU,7
T6E,Cat,ABYSSINIAN,3
T6E,Dog,AUSTRALIAN SHEPHERD,12
T6E,Dog,OLD ENGLISH SHEEPDOG,2
T6E,Dog,AKBASH,1
T6E,Cat,OCICAT,1
T6E,Dog,AKITA,6
T6E,Dog,DALMATIAN,1
T6E,Dog,STAFFORDSHIRE BULL TERRIER,2
T6E,Dog,POWDERPUFF,1
T6E,Cat,"MANX, LONG HAIR",1
T6E,Dog,BULL MASTIFF,3
T6E,Dog,BRITTNAY SPANIEL,2
T6E,Dog,"DACHSHUND, STANDARD WIREHAIRED",3
T6E,Dog,ENGLISH SPRINGER SPANIEL,5
T6E,Dog,CHESAPEAKE BAY RETRIEVER,2
T6E,Cat,"CROSSBREED, MEDIUM",2
T6E,Dog,MALTESE,21
T6E,Cat,BENGAL,5
T6E,Cat,"SIAMESE, APPLEHEAD",1
T6E,Dog,SOFT COATED WHEATEN TERRIER,9
T6E,Dog,PULI,2
T6E,Dog,SAMOYED,2
T6E,Dog,ENGLISH COCKER SPANIEL,4
T6E,Dog,"ESKIMO, AMERICAN TOY",1
T6E,Dog,BRUSSELS GRIFFON,2
T6E,Dog,FINNISH SPITZ,1
T6E,Dog,MUNSTERLANDER,1
T6E,Dog,"TERRIER, AIREDALE",1
T6E,Dog,SEALYHAM TERRIER,1
T6E,Cat,CHARTREUX,1
T6E,Dog,PRESA CARANIO,3
T6E,Dog,FRENCH BULLDOG,7
T6E,Cat,SIAMESE,45
T6E,Dog,"DACHSHUND, MINIATURE SMOOTH",13
T6E,Dog,BICHON FRISE,48
T6E,Dog,KEESHOND,2
T6E,Dog,"ESKIMO, AMERICAN MINIATURE",4
T6E,Dog,GOLDEN RETREIVER,45
T6E,Dog,TOY PODDLE,7
T6E,Dog,YORKSHIRE TERRIER,25
T6E,Dog,FLAT COATED RETREIVER,2
T6E,Dog,LOWCHEN,1
T6E,Cat,UNKNOWN,21
T6E,Dog,AUSTRALIAN TERRIER,1
T6E,Dog,PORTUGUESE WATER DOG,5
T6E,Dog,DOGUE DE BORDEAUX,1
T6E,Cat,"CROSSBREED, SMALL",4
T6E,Dog,ROUGH COATED COLLIE,12
T6E,Cat,BOMBAY,1
T6E,Dog,MANCHESTER TERRIER,1
T6E,Cat,BURMESE,1
T6E,Dog,CANE CORSO,2
T6E,Cat,NORWEGIAN FOREST CAT,1
T6E,Dog,ROTTWEILER,32
T6E,Dog,CATAHOULA LEAPARD DOG,4
T6E,Dog,POMERANIAN,23
T6E,Dog,GERMAN SHEPHERD,128
T6E,Dog,"PINSCHER, DOBERMAN",9
T6E,Cat,DOMESTIC LONGHAIR,89
T6E,Dog,"SPANIEL, AMERICAN COCKER",29
T6E,Dog,CHOW CHOW,1
T6E,Dog,COLLIE,21
T6E,Dog,BOUVIER DES FLANDRES,10
T6E,Dog,MINIATURE PINSCHER,15
T6E,Dog,ENGLISH BULLDOG,9
T6E,Dog,CAIRN TERRIER,3
T6E,Dog,"BULLDOG, AMERICAN",5
T6E,Cat,PERSIAN,8
T6E,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,2
T6E,Dog,"WIRE HAIR, AMERICAN",1
T6E,Dog,POINTER,3
T6E,Dog,SILKY TERRIER,2
T6E,Dog,TIBETAN TERRIER,1
T6E,Dog,SHARPEI,1
T6E,Dog,YORKSHIRE TEACUP TERRIER,1
T6E,Dog,DOMESTIC SHORT HAIR,1
T6E,Dog,BLACK AND TAN COONHOUND,2
T6E,Dog,BOXER,24
T6E,Pigeons,PIGEON,1
T6E,Dog,RHODESIAN RIDGEBACK,5
T6E,Dog,BELGIAN SHEPHERD,2
T6E,Dog,"CROSSBREED, MEDIUM",16
T6E,Dog,MINIATURE SCHNAUZER,17
T6E,Dog,SIBERIAN HUSKY,15
T6E,Dog,MINIATURE POODLE,16
T6E,Cat,MAINE COON,5
T6E,Cat,BIRMAN,2
T6E,Dog,AUSTRALIAN SHEEPDOG,4
T6E,Dog,"DOG, AUSTRALIAN CATTLE",9
T6E,Dog,"DACHSHUND, STANDARD SMOOTH",3
T6E,Dog,TERRIPOO,1
T6E,Dog,SMOOTH COATED COLLIE,3
T6E,Dog,BEARDED COLLIE,2
T6E,Dog,SHETLAND SHEEPDOG,6
T6E,Dog,RED BONE COONHOUND,1
T6E,Dog,ENGLISH SETTER,1
T6E,Dog,ITALIAN GREYHOUND,1
T6E,Dog,STANDARD PINSCHER,1
T6E,Dog,IRISH RED & WHITE SETTER,2
T6E,Dog,LEONBURGER,1
T6E,Dog,BEAGLE,23
T6E,Dog,GREAT DANE,8
T6E,Cat,DOMESTIC MEDIUM HAIR,182
T6E,Dog,WEIMARANER,3
T6E,Dog,TERRIER,34
T6E,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",11
T6E,Dog,PAPILLON,11
T6E,Dog,"DACHSHUND, STANDARD LONGHAIRED",1
T6E,Dog,HAVANESE,10
T6E,Dog,HOUND,6
T6E,Cat,RAGDOLL,13
T6E,Cat,"SHORT HAIR, AMERICAN",13
T6E,Dog,MASTIFF,2
T6E,Dog,WEST HIGHLAND TERRIER,7
T6E,Dog,ENGLISH POINTER,1
T6E,Dog,STANDARD SCHNAUZER,7
T6E,Dog,GERMAN SHORT HAIR POINTER,4
T6E,Dog,"WELSH CORGI, PEMBROKE",5
T6E,Cat,DREVER,1
T6E,Dog,"DACHSHUND, MINIATURE WIREHAIRED",1
T6E,Dog,VIZSLA,1
T6E,Dog,TIBETAN SPANIEL,1
T6E,Dog,SPINONE ITALIANO,1
T6E,Cat,AUSTRALIAN SHEPHERD,1
T6E,Dog,PYRENEES SHEPHERD (BERGER DES PYRENEES),1
T6E,Cat,SNOWSHOE,3
T6E,Dog,"CHIHUAHUA, LONG HAIR",13
T6E,Dog,JACK RUSSELL TERRIER,26
T6E,Dog,KERRY BLUE TERRIER,1
T6E,Dog,UNKNOWN,7
T6E,Dog,NORWEGIAN ELKHOUND,1
T6E,Dog,TOY FOX TERRIER,2
T6E,Dog,BELGIAN MALINOIS,1
T6E,Dog,COCKAPOO,11
T6E,Dog,SCHIPPERKE,1
T6E,Dog,"MALAMUTE, ALASKAN",6
T6E,Dog,POODLE,16
T6E,Dog,RAT TERRIER,2
T6E,Dog,GREAT PYRENEES,8
T6E,Dog,"CHIHUAHUA, TEACUP",3
T6E,Dog,IRISH SETTER,1
T6E,Dog,WELSH TERRIER,1
T6E,Dog,IRISH WOLFHOUND,2
T6E,Dog,GERMAN PINSCHER,3
T6E,Dog,NEWFOUNDLAND,1
T6E,Dog,"WELSH CORGI, CARDIGAN",1
T6E,Dog,WOLFHOUND,1
T6E,Dog,WIREHAIRED JACK RUSSELL TERRIER,2
T6E,Dog,"DOG, CRESTED CHINESE",2
T6E,Cat,EXOTIC SHORT HAIR,3
T6E,Cat,TIFFANY CHANTILLY,2
T6G,Cat,DOMESTIC MEDIUM HAIR,66
T6G,Dog,SHIBA INU,3
T6G,Dog,COLLIE,10
T6G,Dog,MINIATURE PINSCHER,3
T6G,Dog,BASSETT HOUND,8
T6G,Dog,IRISH WOLFHOUND,1
T6G,Dog,"TERRIER, AIREDALE",1
T6G,Cat,SPHYNX,1
T6G,Dog,POODLE,14
T6G,Dog,GERMAN SHORT HAIR POINTER,3
T6G,Dog,"DACHSHUND, STANDARD SMOOTH",3
T6G,Cat,"MANX, LONG HAIR",1
T6G,Dog,STANDARD SCHNAUZER,4
T6G,Dog,BLACK AND TAN COONHOUND,2
T6G,Dog,WIREHAIRED JACK RUSSELL TERRIER,1
T6G,Cat,ABYSSINIAN,2
T6G,Dog,LAKELAND TERRIER,1
T6G,Dog,STANDARD POODLE,11
T6G,Cat,UNKNOWN,12
T6G,Cat,PERSIAN,3
T6G,Dog,WHIPPET,2
T6G,Dog,POMERANIAN,5
T6G,Dog,ENGLISH SPRINGER SPANIEL,2
T6G,Dog,"CROSSBREED, LARGE",2
T6G,Cat,YORK CHOCOLATE,1
T6G,Dog,TERRIER,9
T6G,Dog,BOUVIER DES FLANDRES,3
T6G,Cat,RUSSIAN BLUE,5
T6G,Dog,TOY PODDLE,5
T6G,Dog,WIREHAIRED POINTING GRIFFON,2
T6G,Cat,NORWEGIAN FOREST CAT,1
T6G,Cat,"CROSSBREED, SMALL",1
T6G,Dog,WIREHAIRED FOX TERRIER,3
T6G,Dog,HOUND,1
T6G,Cat,MINIATURE PINSCHER,1
T6G,Cat,"SHORT HAIR, AMERICAN",7
T6G,Dog,GOLDEN RETREIVER,27
T6G,Dog,JACK RUSSELL TERRIER,5
T6G,Dog,AUSTRALIAN SHEEPDOG,1
T6G,Cat,SIAMESE,13
T6G,Dog,"ESKIMO, AMERICAN",5
T6G,Dog,COTON DE TULEAR,3
T6G,Dog,LHASA APSO,2
T6G,Dog,"DOG, CRESTED CHINESE",1
T6G,Dog,KERRY BLUE TERRIER,1
T6G,Cat,SIBERIAN (CAT),1
T6G,Dog,GIANT SCHNAUZER,1
T6G,Dog,DOMESTIC MEDIUM HAIR,1
T6G,Cat,DOMESTIC SHORT HAIR,326
T6G,Dog,ROTTWEILER,10
T6G,Dog,BELGIAN SHEEPDOG,1
T6G,Dog,BULL MASTIFF,3
T6G,Dog,OLD ENGLISH SHEEPDOG,2
T6G,Dog,NORWEGIAN ELKHOUND,1
T6G,Cat,TURKISH VAN,1
T6G,Dog,HAVANESE,9
T6G,Dog,AUSTRALIAN SHEPHERD,5
T6G,Cat,"REX, DEVON",5
T6G,Cat,BIRMAN,2
T6G,Dog,"SPANIEL, AMERICAN COCKER",26
T6G,Dog,SHIH TZU,27
T6G,Dog,CHOW CHOW,3
T6G,Dog,WEIMARANER,2
T6G,Dog,MINIATURE SCHNAUZER,16
T6G,Dog,BRITTNAY SPANIEL,2
T6G,Dog,PAPILLON,5
T6G,Dog,"CHIHUAHUA, TEACUP",1
T6G,Dog,ROUGH COATED COLLIE,4
T6G,Cat,MAINE COON,3
T6G,Dog,VIZSLA,1
T6G,Dog,BOXER,10
T6G,Dog,"CROSSBREED, MEDIUM",3
T6G,Dog,GERMAN WIRE HAIRED POINTER,2
T6G,Dog,BARBET,1
T6G,Dog,CAIRN TERRIER,1
T6G,Dog,"DACHSHUND, MINIATURE LONG HAIR",3
T6G,Dog,CATAHOULA LEAPARD DOG,1
T6G,Dog,ENGLISH SETTER,2
T6G,Dog,SAMOYED,3
T6G,Dog,CHESAPEAKE BAY RETRIEVER,1
T6G,Dog,PULI,1
T6G,Cat,RAGAMUFFIN,1
T6G,Dog,KEESHOND,1
T6G,Dog,"ESKIMO, AMERICAN MINIATURE",1
T6G,Cat,DOMESTIC LONGHAIR,34
T6G,Dog,"MALAMUTE, ALASKAN",3
T6G,Cat,HIMALAYAN,6
T6G,Dog,GREAT PYRENEES,2
T6G,Dog,NEWFOUNDLAND,5
T6G,Dog,"CROSSBREED, SMALL",3
T6G,Dog,BICHON FRISE,22
T6G,Dog,"DACHSHUND, MINIATURE SMOOTH",6
T6G,Dog,BELGIAN SHEPHERD,1
T6G,Dog,"PINSCHER, DOBERMAN",2
T6G,Dog,AKITA,3
T6G,Dog,SHETLAND SHEEPDOG,1
T6G,Dog,IRISH SETTER,1
T6G,Cat,BENGAL,2
T6G,Dog,GREYHOUND,2
T6G,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",1
T6G,Dog,PUG,17
T6G,Dog,GERMAN SHEPHERD,45
T6G,Dog,LABRADOR RETRIEVER,88
T6G,Dog,YORKSHIRE TERRIER,8
T6G,Dog,BEAGLE,16
T6G,Dog,ITALIAN GREYHOUND,1
T6G,Dog,"DOG, AUSTRALIAN CATTLE",7
T6G,Dog,WEST HIGHLAND TERRIER,6
T6G,Dog,"CHIHUAHUA, SMOOTH",7
T6G,Dog,MALTESE,4
T6G,Dog,ENGLISH COCKER SPANIEL,4
T6G,Dog,CANE CORSO,2
T6G,Dog,FLAT COATED RETREIVER,1
T6G,Dog,BASENJI,1
T6G,Dog,PEKINGESE,3
T6G,Cat,SNOWSHOE,1
T6G,Dog,BRUSSELS GRIFFON,1
T6G,Cat,"BOBTAIL, AMERICAN LONG HAIR",1
T6G,Dog,POINTER,1
T6G,Cat,"MAU, EGYPTIAN",1
T6G,Dog,MINIATURE POODLE,7
T6G,Dog,SOFT COATED WHEATEN TERRIER,7
T6G,Dog,SIBERIAN HUSKY,8
T6G,Dog,SHARPEI,3
T6G,Dog,COCKAPOO,5
T6G,Dog,ENGLISH BULLDOG,5
T6G,Cat,RAGDOLL,10
T6G,Dog,SMOOTH COATED COLLIE,4
T6G,Dog,CAVALIER KING CHARLES SPANIEL,2
T6G,Dog,GREAT DANE,1
T6G,Dog,BORZOI,1
T6G,Dog,PORTUGUESE WATER DOG,2
T6G,Dog,SCOTTISH TERRIER,1
T6G,Dog,UNKNOWN,2
T6G,Cat,BOMBAY,1
T6G,Dog,"BULLDOG, AMERICAN",1
T6G,Dog,"CHIHUAHUA, LONG HAIR",1
T6H,Dog,UNKNOWN,4
T6H,Dog,SCOTTISH TERRIER,4
T6H,Dog,"CHIHUAHUA, LONG HAIR",18
T6H,Dog,STANDARD SCHNAUZER,15
T6H,Dog,STANDARD POODLE,31
T6H,Dog,CAIRN TERRIER,10
T6H,Dog,JACK RUSSELL TERRIER,38
T6H,Dog,VIZSLA,3
T6H,Dog,"DACHSHUND, MINIATURE SMOOTH",21
T6H,Dog,HAVANESE,22
T6H,Dog,ROTTWEILER,25
T6H,Cat,BENGAL,9
T6H,Cat,ABYSSINIAN,3
T6H,Dog,BULL MASTIFF,4
T6H,Dog,"CHIHUAHUA, SMOOTH",28
T6H,Cat,RUSSIAN BLUE,3
T6H,Dog,AKITA,10
T6H,Dog,RHODESIAN RIDGEBACK,9
T6H,Dog,YORKSHIRE TEACUP TERRIER,3
T6H,Dog,SHETLAND SHEEPDOG,9
T6H,Cat,ANGORA,1
T6H,Dog,BULL TERRIER,2
T6H,Dog,OLD ENGLISH SHEEPDOG,3
T6H,Dog,STANDARD PINSCHER,1
T6H,Dog,SMOOTH COATED COLLIE,2
T6H,Dog,GERMAN SHEPHERD,122
T6H,Cat,DOMESTIC LONGHAIR,118
T6H,Dog,PEKINGESE,7
T6H,Cat,"SHORT HAIR, AMERICAN",17
T6H,Dog,LHASA APSO,20
T6H,Dog,DALMATIAN,7
T6H,Dog,ROUGH COATED COLLIE,9
T6H,Dog,PRESA CARANIO,1
T6H,Dog,"ESKIMO, AMERICAN",9
T6H,Dog,DOGUE DE BORDEAUX,1
T6H,Dog,NEWFOUNDLAND,4
T6H,Dog,"WELSH CORGI, CARDIGAN",5
T6H,Cat,MAINE COON,11
T6H,Dog,AUSTRALIAN SHEEPDOG,4
T6H,Dog,SMOOTH FOX TERRIER,2
T6H,Dog,"BULLDOG, AMERICAN",5
T6H,Dog,DOMESTIC SHORT HAIR,1
T6H,Dog,GIANT SCHNAUZER,4
T6H,Dog,WELSH SPRINGER SPANIEL,1
T6H,Dog,COTON DE TULEAR,4
T6H,Dog,BOXER,27
T6H,Cat,DOMESTIC MEDIUM HAIR,174
T6H,Cat,UNKNOWN,28
T6H,Dog,"MALAMUTE, ALASKAN",3
T6H,Dog,LABRADOR RETRIEVER,242
T6H,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",8
T6H,Dog,FLAT COATED RETREIVER,5
T6H,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,5
T6H,Dog,COLLIE,19
T6H,Dog,SILKY TERRIER,4
T6H,Dog,ENGLISH COCKER SPANIEL,11
T6H,Cat,SNOWSHOE,5
T6H,Dog,"DOG, AUSTRALIAN CATTLE",18
T6H,Cat,PERSIAN,4
T6H,Cat,BIRMAN,5
T6H,Cat,EXOTIC SHORT HAIR,1
T6H,Cat,BALINESE,1
T6H,Cat,"CROSSBREED, LARGE",1
T6H,Dog,"DACHSHUND, MINIATURE LONG HAIR",2
T6H,Dog,BEARDED COLLIE,6
T6H,Dog,TOY FOX TERRIER,2
T6H,Dog,FILA BRASILEIRO,1
T6H,Dog,"PINSCHER, DOBERMAN",5
T6H,Dog,NEOPOLITAN MASTIFF,1
T6H,Dog,"DACHSHUND, STANDARD LONGHAIRED",1
T6H,Dog,WIREHAIRED FOX TERRIER,1
T6H,Dog,SHARPEI,1
T6H,Dog,RAT TERRIER,2
T6H,Dog,MINIATURE POODLE,24
T6H,Dog,AUSTRALIAN SHEPHERD,16
T6H,Dog,SHIBA INU,12
T6H,Dog,COCKAPOO,19
T6H,Dog,BRIARD,1
T6H,Dog,SIBERIAN HUSKY,18
T6H,Dog,PUG,27
T6H,Dog,BRITTNAY SPANIEL,8
T6H,Dog,CHESAPEAKE BAY RETRIEVER,6
T6H,Dog,FRENCH BULLDOG,7
T6H,Cat,ORIENTAL SHORT HAIR,2
T6H,Dog,POINTER,3
T6H,Dog,"SHEPHERD, ANATOLIAN",2
T6H,Cat,"SIAMESE, APPLEHEAD",3
T6H,Dog,LOWCHEN,1
T6H,Cat,TONKINESE,1
T6H,Dog,ITALIAN GREYHOUND,1
T6H,Dog,BELGIAN SHEEPDOG,1
T6H,Dog,KERRY BLUE TERRIER,2
T6H,Cat,BOMBAY,1
T6H,Cat,SIBERIAN (CAT),1
T6H,Dog,TOSA INU,1
T6H,Dog,GREAT DANE,6
T6H,Dog,SHIH TZU,144
T6H,Dog,PAPILLON,12
T6H,Dog,WHIPPET,1
T6H,Dog,MANCHESTER TERRIER,2
T6H,Cat,SIAMESE,50
T6H,Dog,TERRIPOO,1
T6H,Dog,CATAHOULA LEAPARD DOG,4
T6H,Dog,WEST HIGHLAND TERRIER,19
T6H,Dog,CAVALIER KING CHARLES SPANIEL,7
T6H,Dog,NORWEGIAN ELKHOUND,2
T6H,Dog,"PINSCHER, AFFEN",1
T6H,Cat,HIMALAYAN,11
T6H,Dog,"CROSSBREED, LARGE",2
T6H,Dog,TEACUP POODLE,1
T6H,Dog,"CROSSBREED, SMALL",2
T6H,Dog,SCHIPPERKE,3
T6H,Dog,ENGLISH SETTER,1
T6H,Dog,BELGIAN TERVUREN,1
T6H,Dog,OLD ENGLISH MASTIFF,1
T6H,Cat,DOMESTIC SHORT HAIR,838
T6H,Dog,"CROSSBREED, MEDIUM",24
T6H,Cat,SPHYNX,3
T6H,Dog,POODLE,43
T6H,Dog,GOLDEN RETREIVER,97
T6H,Dog,GERMAN WIRE HAIRED POINTER,2
T6H,Dog,GERMAN SHORT HAIR POINTER,7
T6H,Dog,BOUVIER DES FLANDRES,4
T6H,Dog,CHOW CHOW,5
T6H,Dog,STAFFORDSHIRE BULL TERRIER,1
T6H,Dog,PORTUGUESE WATER DOG,8
T6H,Dog,TERRIER,32
T6H,Cat,"CROSSBREED, SMALL",6
T6H,Dog,"ESKIMO, AMERICAN MINIATURE",5
T6H,Dog,BASSETT HOUND,16
T6H,Dog,TIBETAN SPANIEL,1
T6H,Dog,MASTIFF,4
T6H,Dog,TIBETAN TERRIER,3
T6H,Dog,"TERRIER, AIREDALE",3
T6H,Cat,"MANX, SHORT HAIR",1
T6H,Dog,IRISH SETTER,2
T6H,Dog,ENGLISH POINTER,1
T6H,Dog,YORKSHIRE TERRIER,38
T6H,Dog,BEAGLE,32
T6H,Dog,"SPANIEL, AMERICAN COCKER",51
T6H,Dog,MINIATURE SCHNAUZER,48
T6H,Dog,ENGLISH SPRINGER SPANIEL,20
T6H,Dog,WEIMARANER,2
T6H,Pigeons,PIGEON,1
T6H,Dog,SAMOYED,7
T6H,Dog,GREAT PYRENEES,9
T6H,Dog,MINIATURE PINSCHER,24
T6H,Dog,TOY PODDLE,24
T6H,Cat,"CROSSBREED, MEDIUM",6
T6H,Dog,BLACK RUSSIAN TERRIER,1
T6H,Dog,KEESHOND,4
T6H,Dog,BASENJI,4
T6H,Dog,GORDON SETTER,3
T6H,Dog,HOUND,2
T6H,Dog,"FOXHOUND, AMERICAN",1
T6H,Dog,POWDERPUFF,1
T6H,Dog,"DACHSHUND, STANDARD WIREHAIRED",4
T6H,Dog,"DACHSHUND, STANDARD SMOOTH",8
T6H,Dog,IRISH WOLFHOUND,1
T6H,Dog,OTTER HOUND,1
T6H,Cat,"MANX, LONG HAIR",1
T6H,Dog,KUVASZ,1
T6H,Dog,MALTESE,32
T6H,Dog,SOFT COATED WHEATEN TERRIER,22
T6H,Dog,"SPANIEL, CLUMBER",1
T6H,Dog,"WELSH CORGI, PEMBROKE",7
T6H,Dog,BICHON FRISE,130
T6H,Dog,"DACHSHUND, MINIATURE WIREHAIRED",2
T6H,Dog,GREYHOUND,9
T6H,Dog,POMERANIAN,41
T6H,Dog,KARELIAN BEAR DOG,1
T6H,Dog,"DOG, CRESTED CHINESE",3
T6H,Dog,BLACK AND TAN COONHOUND,5
T6H,Dog,ENGLISH BULLDOG,5
T6H,Dog,ST. BERNARD,4
T6H,Cat,RAGDOLL,11
T6H,Dog,"CHIHUAHUA, TEACUP",5
T6H,Dog,WIREHAIRED JACK RUSSELL TERRIER,3
T6H,Cat,NEBELUNG,1
T6H,Dog,CANE CORSO,5
T6H,Dog,"TERRIER, DANDIE DINMONT",1
T6J,Cat,"SHORT HAIR, AMERICAN",25
T6J,Cat,PERSIAN,8
T6J,Dog,AKITA,8
T6J,Dog,AUSTRALIAN SHEPHERD,31
T6J,Dog,ROTTWEILER,38
T6J,Cat,BALINESE,1
T6J,Dog,ENGLISH POINTER,1
T6J,Cat,"SIAMESE, APPLEHEAD",3
T6J,Dog,BEARDED COLLIE,3
T6J,Dog,CATAHOULA LEAPARD DOG,4
T6J,Dog,PAPILLON,11
T6J,Dog,SHIBA INU,17
T6J,Dog,GREYHOUND,19
T6J,Dog,"WELSH CORGI, PEMBROKE",9
T6J,Dog,"CROSSBREED, LARGE",4
T6J,Dog,BENGAL,1
T6J,Cat,"CROSSBREED, SMALL",5
T6J,Cat,ORIENTAL SHORT HAIR,2
T6J,Dog,DOMESTIC MEDIUM HAIR,1
T6J,Cat,"MANX, LONG HAIR",2
T6J,Dog,TIBETAN SPANIEL,2
T6J,Dog,GERMAN WIRE HAIRED POINTER,3
T6J,Dog,"DACHSHUND, MINIATURE LONG HAIR",8
T6J,Dog,"ARGENTINO, DOGO",3
T6J,Dog,POLISH LOWLAND SHEEPDOG,2
T6J,Dog,AUSTRALIAN KELPIE,1
T6J,Dog,ENGLISH SETTER,1
T6J,Dog,LHASA APSO,33
T6J,Dog,COCKAPOO,32
T6J,Dog,TERRIER,50
T6J,Dog,SOFT COATED WHEATEN TERRIER,34
T6J,Cat,ABYSSINIAN,3
T6J,Dog,SCOTTISH TERRIER,9
T6J,Dog,PEKINGESE,16
T6J,Dog,AUSTRALIAN SHEEPDOG,1
T6J,Dog,RED BONE COONHOUND,2
T6J,Dog,WELSH SPRINGER SPANIEL,5
T6J,Dog,BRITTNAY SPANIEL,6
T6J,Dog,GERMAN SHORT HAIR POINTER,6
T6J,Dog,ENGLISH COCKER SPANIEL,10
T6J,Dog,"FOXHOUND, AMERICAN",1
T6J,Dog,"CROSSBREED, SMALL",18
T6J,Dog,GIANT SCHNAUZER,6
T6J,Dog,MINIATURE PINSCHER,16
T6J,Dog,FLAT COATED RETREIVER,3
T6J,Dog,KEESHOND,7
T6J,Dog,CANE CORSO,2
T6J,Cat,"MAU, EGYPTIAN",4
T6J,Dog,SCOTTISH DEERHOUND,1
T6J,Dog,BRUSSELS GRIFFON,2
T6J,Cat,CANE CORSO,1
T6J,Dog,CANAAN DOG,1
T6J,Dog,BEAGLE,61
T6J,Dog,YORKSHIRE TERRIER,79
T6J,Dog,"ESKIMO, AMERICAN MINIATURE",16
T6J,Cat,DOMESTIC LONGHAIR,134
T6J,Dog,STANDARD SCHNAUZER,21
T6J,Dog,"ESKIMO, AMERICAN",20
T6J,Dog,KERRY BLUE TERRIER,4
T6J,Dog,MINIATURE POODLE,40
T6J,Cat,MAINE COON,12
T6J,Dog,TOY PODDLE,26
T6J,Dog,SILKY TERRIER,4
T6J,Dog,"DACHSHUND, STANDARD LONGHAIRED",4
T6J,Dog,BELGIAN MALINOIS,2
T6J,Dog,DOGUE DE BORDEAUX,2
T6J,Dog,"TERRIER, AIREDALE",3
T6J,Dog,PULI,1
T6J,Cat,"CURL, AMERICAN LONG HAIR",1
T6J,Cat,SNOWSHOE,6
T6J,Dog,"ESKIMO, AMERICAN TOY",2
T6J,Cat,CAT OF CEYLON,2
T6J,Dog,"SHEPHERD, ANATOLIAN",1
T6J,Dog,BELGIAN SHEEPDOG,3
T6J,Dog,AUSTRALIAN TERRIER,1
T6J,Cat,BIRMAN,1
T6J,Dog,PEKEAPOO,3
T6J,Dog,"RETRIEVER, CURLY COATED",1
T6J,Dog,GREAT PYRENEES,3
T6J,Dog,LEONBURGER,1
T6J,Dog,BLOODHOUND,1
T6J,Cat,DOMESTIC SHORT HAIR,993
T6J,Dog,POODLE,56
T6J,Dog,GERMAN SHEPHERD,156
T6J,Dog,GOLDEN RETREIVER,134
T6J,Dog,"WELSH CORGI, CARDIGAN",10
T6J,Dog,TIBETAN TERRIER,6
T6J,Dog,"DOG, AUSTRALIAN CATTLE",18
T6J,Cat,TIBETAN TERRIER,1
T6J,Dog,"CHIHUAHUA, LONG HAIR",12
T6J,Dog,"CHIHUAHUA, SMOOTH",50
T6J,Dog,SMOOTH COATED COLLIE,4
T6J,Dog,WEST HIGHLAND TERRIER,31
T6J,Dog,WHIPPET,6
T6J,Dog,"DACHSHUND, STANDARD SMOOTH",19
T6J,Dog,"CHIHUAHUA, TEACUP",4
T6J,Dog,GERMAN PINSCHER,1
T6J,Dog,IRISH WOLFHOUND,4
T6J,Dog,OLD ENGLISH SHEEPDOG,2
T6J,Cat,"CROSSBREED, MEDIUM",1
T6J,Dog,PORTUGUESE WATER DOG,6
T6J,Cat,NEBELUNG,1
T6J,Dog,FRENCH BULLDOG,2
T6J,Dog,SMOOTH FOX TERRIER,1
T6J,Cat,TURKISH ANGORA,1
T6J,Dog,BURMESE,1
T6J,Dog,SHIH TZU,267
T6J,Dog,"SPANIEL, AMERICAN COCKER",75
T6J,Dog,MINIATURE SCHNAUZER,76
T6J,Dog,TOY FOX TERRIER,6
T6J,Dog,SHETLAND SHEEPDOG,25
T6J,Dog,BULL TERRIER,1
T6J,Dog,IRISH SETTER,3
T6J,Dog,COLLIE,30
T6J,Dog,CHESAPEAKE BAY RETRIEVER,6
T6J,Dog,TERRIPOO,4
T6J,Dog,WEIMARANER,8
